id,views,likes,dislikes
5404,182,0,0
5405,197,0,0
5406,189,0,0
5407,194,0,0
5408,196,0,0
5409,179,0,0
5410,182,0,0
5411,221,0,0
5412,183,0,0
5413,184,0,0
5414,201,0,0
5415,204,1,0
5416,185,0,0
5417,207,0,0
5418,221,0,0
5419,184,0,0
5420,181,0,0
5421,203,0,0
5422,179,0,0
5423,187,0,0
5424,185,0,0
5425,223,0,0
5426,186,0,0
5427,185,0,0
5428,275,0,4
5429,205,0,0
5430,205,0,0
5431,183,0,0
5432,208,0,0
5433,190,0,0
5434,230,0,0
5435,196,1,0
5436,211,0,0
5437,182,0,0
5438,180,0,0
5439,265,0,0
5440,219,0,1
5441,179,0,0
5442,181,0,0
5443,188,0,0
5444,213,0,0
5445,185,0,0
5446,208,0,0
5447,200,0,0
5448,185,0,0
5449,186,0,0
5450,217,0,0
5451,214,0,0
5452,200,0,0
5453,191,0,0
5454,195,0,0
5455,206,0,0
5456,225,0,0
5457,185,0,0
5458,229,0,0
5459,186,0,0
5460,186,0,0
5461,187,0,0
5462,185,0,0
5463,1162,0,0
5464,182,0,0
5465,205,0,0
5466,187,0,0
5467,207,0,0
5468,208,0,0
5469,188,0,0
5470,183,0,0
5471,264,0,1
5472,186,0,0
5473,194,0,0
5474,182,0,0
5475,193,0,0
5476,183,0,0
5477,179,0,0
5478,185,0,0
5479,182,0,0
5480,215,0,0
5481,201,0,0
5482,264,0,0
5483,189,0,0
5484,187,0,0
5485,185,0,0
5486,227,0,0
5487,192,0,0
5488,314,0,0
5489,178,0,0
5490,204,0,0
5491,194,0,0
5492,202,0,0
5493,182,0,0
5494,183,0,0
5495,188,0,0
5496,199,0,0
5497,188,0,0
5498,185,0,0
5499,196,0,0
5500,180,0,0
5501,189,0,0
5502,196,0,0
5503,180,0,0
5504,215,0,0
5505,235,0,0
5506,183,0,0
5507,181,0,0
5508,180,0,0
5509,194,1,0
5510,190,0,1
5511,189,0,0
5512,220,0,0
5513,1005,0,0
5514,266,0,0
5515,187,0,1
5516,185,0,0
5517,188,0,0
5518,187,0,0
5519,181,0,0
5521,198,0,0
5522,183,0,0
5523,186,0,0
5524,186,0,0
5525,184,0,0
5526,180,0,0
5527,185,0,0
5528,194,2,0
5529,191,0,0
5530,263,0,0
5531,182,0,0
5532,189,0,0
5533,239,0,0
5534,1161,0,0
5535,180,0,0
5536,227,0,0
5537,186,0,0
5538,184,0,0
5539,193,0,0
5540,182,0,0
5541,203,0,0
5542,181,0,0
5543,186,0,0
5544,377,0,0
5545,184,0,0
5546,176,0,0
5547,187,0,0
5548,183,0,0
5549,226,0,0
5550,179,0,0
5551,222,0,0
5552,193,0,0
5553,181,0,0
5554,179,0,0
5555,180,0,0
5556,1158,0,0
5557,181,0,0
5558,215,0,0
5559,188,0,0
5560,266,0,0
5561,181,0,0
5562,187,0,0
5563,205,0,0
5564,184,0,0
5565,179,0,0
5566,0,0,0
5567,177,0,0
5568,1347,1,0
5569,191,0,0
5570,189,0,0
5571,180,0,0
5572,1172,0,0
5573,189,0,0
5574,201,0,0
5575,186,0,0
5576,183,0,0
5577,187,0,0
5578,194,0,0
5579,179,0,0
5580,178,0,0
5581,181,0,0
5582,189,0,0
5583,240,0,0
5584,178,0,0
5585,202,0,0
5587,185,0,0
5588,197,0,0
5589,179,0,0
5590,179,0,0
5591,211,0,0
5592,182,0,0
5593,185,0,0
5594,185,0,0
5595,182,0,0
5596,176,0,0
5597,178,0,0
5598,180,0,0
5599,260,0,0
5600,183,0,0
5601,178,0,0
5602,191,0,0
5603,193,0,0
5604,182,0,0
5605,183,0,0
5606,186,0,0
5607,258,0,0
5608,180,0,0
5609,277,0,0
5610,179,0,0
5611,182,0,0
5612,196,0,0
5613,200,0,0
5614,185,0,0
5615,184,0,0
5616,175,0,0
5617,185,0,0
5618,198,0,0
5619,188,0,0
5620,183,0,0
5621,251,0,0
5622,187,0,0
5623,192,0,0
5624,192,0,0
5625,1157,0,0
5626,249,0,0
5627,182,0,0
5628,212,0,0
5629,184,0,0
5630,178,0,0
5631,207,0,0
5632,197,0,0
5633,198,0,0
5634,188,0,0
5635,234,0,0
5636,210,0,0
5637,189,0,0
5638,222,0,1
5639,184,0,0
5640,178,0,0
5641,190,0,0
5642,176,0,0
5643,206,0,0
5644,201,0,0
5645,178,0,0
5646,185,0,0
5647,174,0,0
5648,185,0,0
5649,177,0,0
5650,212,0,0
5651,273,0,0
5652,184,0,0
5653,178,0,0
5654,187,1,0
5655,204,0,0
5656,181,0,0
5657,201,0,0
5658,190,0,0
5660,176,0,0
5661,283,0,0
5662,179,0,0
5663,188,0,0
5664,214,0,0
5665,187,0,0
5666,177,0,0
5667,192,0,0
5668,196,0,0
5669,191,0,0
5670,332,0,0
5671,176,0,0
5672,651,1,2
5673,183,0,0
5675,189,0,0
5676,200,0,0
5677,200,0,0
5678,179,0,0
5679,186,0,0
5680,199,0,0
5681,220,0,0
5682,177,0,0
5683,177,0,0
5684,194,0,0
5685,180,0,0
5686,839,2,2
5687,211,0,0
5688,209,0,0
5689,217,0,0
5690,179,0,0
5691,179,0,0
5692,196,0,0
5693,208,0,0
5694,201,0,0
5695,192,0,0
5696,188,0,0
5697,181,0,0
5698,174,0,0
5699,188,0,0
5700,221,0,0
5701,174,0,0
5702,190,0,0
5703,272,0,0
5704,281,0,0
5705,178,0,0
5706,173,0,0
5707,180,0,0
5708,178,0,0
5709,187,0,0
5710,200,0,0
5711,177,0,0
5712,181,0,0
5713,197,0,0
5714,185,0,0
5715,186,0,0
5716,197,0,0
5717,179,0,0
5718,179,0,0
5719,185,0,0
5720,188,0,0
5721,184,0,0
5722,181,0,0
5723,192,0,0
5724,180,0,0
5725,190,0,0
5726,0,0,0
5727,192,0,0
5728,179,0,0
5729,186,0,0
5730,186,0,0
5731,331,0,7
5732,178,0,0
5733,187,0,0
5734,187,0,0
5735,180,0,0
5736,186,0,0
5737,189,0,0
5738,200,0,0
5739,186,0,0
5740,189,0,0
5741,178,0,0
5742,190,0,0
5743,184,0,0
5744,181,0,0
5745,202,0,0
5746,183,0,0
5747,308,0,0
5748,185,0,0
5749,177,0,0
5750,215,0,0
5751,177,0,0
5752,184,0,0
5753,185,0,0
5754,186,0,0
5755,194,0,0
5756,210,0,0
5757,197,0,0
5758,242,0,0
5759,192,0,0
5760,189,0,0
5761,175,0,0
5762,176,0,0
5763,270,0,0
5764,183,0,0
5765,338,0,0
5766,214,0,0
5767,226,0,0
5768,176,0,0
5769,247,0,0
5770,312,0,0
5771,189,0,0
5772,193,0,0
5773,178,0,0
5774,182,0,0
5775,192,0,0
5776,1146,0,0
5777,189,0,0
5778,182,0,0
5779,209,0,0
5780,179,0,0
5781,194,0,0
5782,200,0,0
5783,193,0,0
5784,190,0,0
5785,183,0,0
5786,189,0,0
5787,183,0,0
5788,213,0,0
5789,175,0,0
5790,241,0,0
5791,195,0,0
5792,208,0,0
5793,178,0,0
5794,216,0,0
5795,190,0,0
5796,185,0,0
5797,191,0,0
5798,173,0,0
5799,173,0,0
5800,173,0,0
5801,182,0,0
5802,192,0,0
5803,279,2,0
5804,232,0,0
5805,181,0,0
5806,200,0,0
5807,189,0,0
5808,206,0,0
5809,182,0,0
5810,178,0,0
5811,1157,0,0
5812,198,0,0
5813,172,0,0
5814,218,0,0
5815,176,0,0
5816,226,0,0
5817,193,0,0
5818,202,0,0
5819,182,0,0
5820,184,0,0
5821,174,0,0
5822,178,0,0
5823,193,0,0
5824,218,0,0
5825,187,0,0
5826,191,0,0
5827,179,0,0
5828,205,0,0
5829,183,0,0
5830,192,0,0
5831,223,0,0
5832,177,0,0
5833,172,0,0
5834,198,0,0
5835,181,0,0
5836,196,0,0
5837,212,0,0
5838,0,0,0
5839,188,0,0
5840,212,0,0
5841,174,0,0
5842,186,0,0
5843,189,0,0
5844,186,0,0
5845,221,0,0
5846,1145,0,0
5847,183,0,0
5848,202,0,0
5849,193,0,0
5850,194,0,0
5851,189,0,0
5852,186,0,0
5853,183,0,0
5854,188,0,0
5855,188,0,0
5856,198,0,0
5857,1172,0,0
5858,249,0,0
5859,180,0,0
5860,186,0,0
5861,181,0,0
5862,229,0,0
5863,183,0,0
5864,190,0,0
5865,197,0,0
5866,180,0,0
5867,189,0,0
5868,193,0,0
5869,302,1,0
5870,181,0,0
5871,242,0,0
5872,0,0,0
5873,194,0,0
5874,190,0,0
5875,177,0,0
5876,1142,0,0
5877,190,0,0
5878,183,0,0
5879,171,0,0
5880,289,0,0
5881,209,0,0
5882,181,0,0
5883,185,0,0
5884,182,0,0
5885,182,0,0
5886,213,0,0
5887,190,0,0
5888,181,0,0
5889,186,0,0
5890,180,0,0
5891,190,0,0
5892,191,0,0
5893,184,0,0
5894,210,0,0
5895,190,0,0
5896,176,0,0
5897,177,0,0
5898,192,0,0
5899,185,0,0
5900,240,0,0
5901,184,0,0
5902,1132,0,0
5903,226,0,0
5904,176,0,0
5905,186,0,0
5906,211,0,0
5907,185,0,0
5908,188,0,0
5909,189,0,0
5910,197,0,0
5911,185,0,0
5912,202,0,0
5913,182,0,0
5914,189,0,0
5915,184,0,0
5916,1138,0,0
5917,177,0,0
5918,186,0,0
5919,199,0,0
5920,178,0,0
5921,186,0,0
5922,192,0,0
5923,182,0,0
5924,216,0,0
5925,176,0,0
5926,227,0,0
5927,192,0,0
5928,270,0,0
5929,176,0,0
5930,194,0,0
5931,206,0,0
5932,176,0,0
5933,209,0,0
5934,208,0,0
5935,185,0,0
5936,200,0,0
5937,200,0,0
5938,190,0,0
5939,177,0,0
5940,183,0,0
5941,305,1,2
5942,174,0,0
5943,177,0,0
5944,175,0,0
5945,181,0,0
5946,195,0,0
5947,199,0,0
5948,183,0,0
5949,173,0,0
5950,186,0,0
5951,183,0,0
5952,1140,0,0
5953,189,0,0
5954,194,0,0
5955,176,0,0
5956,176,0,0
5957,183,0,0
5958,202,0,0
5959,182,0,0
5960,176,0,0
5961,174,0,0
5962,463,0,0
5963,198,0,0
5964,175,0,0
5965,206,0,0
5966,200,0,0
5967,179,0,0
5968,187,0,0
5969,178,0,0
5970,201,0,0
5971,797,1,0
5972,178,0,0
5973,173,0,0
5974,180,0,0
5975,200,0,0
5976,192,0,0
5977,182,0,0
5978,173,0,0
5979,205,0,0
5980,188,0,0
5981,1159,0,0
5982,177,0,0
5983,202,0,0
5984,185,0,0
5985,185,0,0
5986,205,0,0
5987,0,0,0
5988,177,0,0
5989,177,0,0
5990,176,0,0
5991,184,0,0
5992,182,0,0
5993,183,0,0
5994,210,0,0
5995,184,0,0
5996,177,0,0
5997,189,0,0
5998,308,0,0
5999,177,0,0
6000,191,0,0
6001,1145,0,0
6002,186,0,0
6003,190,0,0
6004,322,0,0
6005,181,0,0
6006,198,0,2
6007,186,0,0
6008,178,0,0
6009,200,0,0
6010,195,0,0
6011,269,0,0
6012,192,0,0
6013,176,0,0
6014,186,0,0
6015,179,0,0
6016,189,0,0
6017,187,0,0
6018,441,1,0
6019,181,0,0
6020,190,0,0
6021,223,0,0
6022,255,0,0
6023,173,0,0
6024,192,0,0
6025,267,0,0
6026,193,0,0
6027,189,0,0
6028,182,0,0
6029,176,0,0
6030,207,0,0
6031,177,0,0
6032,188,0,0
6033,201,0,0
6034,229,0,0
6035,218,0,0
6036,201,0,0
6037,180,0,0
6038,183,0,0
6039,236,0,0
6040,197,0,0
6041,184,0,0
6042,177,0,0
6043,191,0,1
6044,196,0,0
6045,180,0,0
6046,186,0,0
6047,183,0,0
6048,198,0,0
6049,174,0,0
6050,175,0,0
6051,190,0,0
6052,187,0,0
6053,184,0,0
6054,360,0,0
6055,224,0,0
6056,262,0,0
6057,175,0,0
6058,207,0,0
6059,179,0,0
6060,177,0,0
6061,177,0,0
6062,191,0,0
6063,215,0,0
6064,184,0,0
6065,189,0,0
6066,175,0,0
6067,292,0,0
6068,182,0,0
6069,178,0,0
6070,190,0,0
6071,182,0,0
6072,189,0,0
6073,175,0,0
6074,186,0,0
6075,186,0,0
6076,182,0,0
6077,275,1,12
6078,188,0,0
6079,180,0,0
6080,196,0,0
6081,177,0,0
6082,198,0,0
6083,212,0,0
6084,190,0,0
6085,226,0,0
6086,183,0,0
6087,187,0,0
6088,188,0,0
6089,175,0,0
6090,180,0,0
6091,226,0,0
6092,189,0,0
6093,183,0,0
6094,185,0,0
6095,175,0,0
6096,175,0,0
6097,188,0,0
6098,184,0,0
6099,191,0,0
6100,190,0,0
6101,184,0,0
6102,185,0,0
6103,177,0,0
6104,187,0,0
6105,180,1,0
6106,175,0,0
6107,205,0,0
6108,193,0,0
6109,200,0,0
6110,181,0,0
6111,175,0,0
6112,190,0,0
6113,204,0,0
6114,183,0,0
6115,175,0,0
6116,172,0,0
6117,200,0,0
6118,184,0,0
6119,189,0,0
6120,184,0,0
6121,186,0,0
6122,173,0,0
6123,179,0,0
6124,173,0,0
6125,176,0,0
6126,191,0,0
6127,201,0,0
6128,189,0,0
6129,178,0,0
6130,209,0,0
6131,175,0,0
6132,185,0,0
6133,175,0,0
6134,191,0,0
6135,179,0,0
6136,196,0,0
6137,181,0,0
6138,205,0,0
6139,180,0,0
6140,178,0,0
6141,371,1,0
6142,199,0,0
6143,183,0,0
6144,176,0,0
6146,179,0,0
6147,209,0,0
6148,186,0,0
6149,177,0,0
6150,195,0,0
6151,183,0,0
6152,183,0,0
6153,227,0,0
6154,185,0,0
6155,178,0,0
6156,182,0,0
6157,173,0,0
6158,180,0,0
6159,177,0,0
6160,193,0,0
6161,197,0,0
6162,1139,0,0
6163,175,0,0
6164,198,0,0
6165,175,0,0
6166,200,0,0
6167,174,0,0
6168,187,0,0
6170,197,0,1
6171,183,0,0
6172,195,0,0
6173,176,0,0
6174,201,0,0
6175,183,0,0
6176,178,0,0
6177,184,0,0
6178,185,0,0
6179,176,0,0
6180,217,1,0
6181,174,0,0
6182,197,0,0
6183,172,0,0
6184,185,0,0
6185,182,0,0
6186,181,0,0
6187,172,0,0
6188,312,0,0
6189,184,0,0
6190,195,0,0
6191,173,0,0
6193,197,0,0
6194,182,0,0
6195,177,0,0
6196,188,0,0
6197,205,0,0
6198,1150,0,0
6199,182,0,0
6200,182,0,0
6201,200,0,0
6202,191,0,0
6203,200,0,0
6204,207,0,0
6205,181,0,0
6206,172,0,0
6207,188,0,0
6208,185,0,0
6209,183,0,0
6210,210,0,0
6211,219,0,0
6212,188,0,0
6213,0,0,0
6214,181,0,0
6215,252,0,0
6216,191,0,0
6217,203,0,0
6218,174,0,0
6219,187,0,0
6220,199,0,0
6221,263,0,1
6222,409,0,0
6223,1179,0,0
6224,172,0,0
6225,178,0,0
6226,290,4,0
6227,172,0,0
6228,173,0,0
6229,180,0,0
6230,236,0,0
6231,182,0,0
6232,188,0,0
6233,188,0,0
6234,526,3,0
6235,176,0,0
6236,199,0,0
6237,188,0,0
6238,195,0,0
6239,180,0,0
6240,205,0,0
6241,175,0,0
6242,179,0,0
6243,183,0,0
6244,186,0,0
6245,176,0,0
6246,188,0,0
6247,198,0,0
6248,197,0,0
6249,187,1,0
6250,186,0,0
6251,195,0,0
6252,186,0,0
6253,373,0,0
6254,184,0,0
6255,173,0,0
6256,179,0,0
6257,176,0,0
6258,190,0,0
6259,224,0,0
6260,181,0,0
6261,0,0,0
6262,202,0,0
6263,198,0,0
6264,176,0,0
6265,0,0,0
6266,187,0,0
6267,173,0,0
6268,187,0,0
6269,182,0,0
6270,186,0,0
6271,636,1,0
6272,187,0,0
6273,189,0,0
6274,176,0,0
6275,196,0,0
6276,192,0,0
6277,201,0,0
6278,1138,0,0
6279,485,1,0
6280,192,0,0
6281,176,0,0
6282,218,0,3
6283,183,0,0
6284,191,0,0
6285,184,0,0
6286,199,0,0
6287,174,0,0
6288,193,0,0
6289,208,0,0
6290,181,0,0
6292,195,0,0
6293,191,0,0
6294,172,0,0
6295,190,0,0
6296,196,0,0
6297,188,0,0
6298,231,0,1
6299,178,0,0
6300,214,0,0
6302,265,0,0
6303,194,0,0
6304,197,0,0
6306,182,0,0
6307,338,0,0
6308,188,0,0
6309,218,0,0
6310,191,0,0
6311,179,0,0
6313,191,0,0
6314,175,0,0
6321,230,0,0
6322,176,0,0
6323,176,0,0
6324,179,0,0
6325,182,0,0
6326,195,0,0
6327,180,0,0
6328,1153,0,0
6329,207,0,0
6330,183,0,0
6331,219,0,0
6332,180,0,0
6333,181,0,0
6334,175,0,0
6335,193,0,0
6336,180,0,0
6337,330,0,0
6338,174,0,0
6339,181,0,0
6340,182,0,0
6341,180,0,0
6342,184,0,0
6343,187,0,0
6344,184,0,0
6345,181,0,0
6346,182,0,0
6347,184,0,0
6348,184,0,0
6349,184,0,0
6350,231,0,0
6351,221,0,0
6352,200,0,0
6353,177,0,0
6354,211,0,0
6355,181,0,0
6356,353,0,1
6357,0,0,0
6358,597,2,0
6359,211,0,0
6360,215,0,0
6361,180,0,0
6362,206,0,0
6363,200,0,0
6364,187,0,0
6365,184,0,0
6366,185,0,0
6367,219,0,0
6368,218,0,0
6369,0,0,0
6370,182,0,0
6371,186,0,0
6372,195,0,0
6373,275,0,1
6374,181,0,0
6375,199,0,0
6376,194,0,0
6377,188,0,0
6378,200,0,0
6379,183,0,0
6380,183,0,0
6381,190,0,0
6382,177,0,0
6383,214,0,0
6384,191,0,0
6385,229,0,0
6386,182,0,0
6387,188,0,0
6388,189,0,0
6389,188,0,0
6390,196,0,0
6392,181,0,0
6393,183,0,0
6394,209,0,0
6395,308,1,1
6396,187,0,0
6397,204,0,0
6398,184,0,0
6399,241,0,0
6400,177,0,0
6401,183,0,0
6402,185,0,0
6403,180,0,0
6404,293,0,0
6405,177,0,0
6406,207,0,0
6407,181,0,0
6408,186,0,0
6409,182,0,0
6410,174,0,0
6411,187,0,0
6412,179,0,0
6413,180,0,0
6414,200,0,0
6415,224,0,0
6416,173,0,0
6417,194,0,0
6418,190,0,0
6419,177,0,0
6420,276,0,0
6421,189,0,0
6422,259,0,0
6423,199,0,0
6424,194,0,0
6425,249,0,0
6426,184,0,0
6427,188,0,0
6428,182,0,0
6429,184,0,0
6430,198,0,0
6431,253,0,0
6432,184,0,0
6433,252,0,0
6434,176,0,0
6435,1144,0,0
6436,244,0,0
6437,178,0,0
6438,186,0,0
6439,203,1,0
6440,174,0,0
6441,181,0,0
6442,1142,0,0
6443,189,0,0
6444,182,0,0
6445,197,0,0
6446,354,0,0
6447,177,0,0
6448,182,0,0
6449,651,0,1
6450,199,0,0
6451,176,0,0
6452,186,0,0
6453,193,0,0
6454,186,0,0
6455,246,0,0
6456,195,0,0
6457,216,0,0
6458,203,0,0
6459,187,0,0
6460,190,0,0
6461,195,0,0
6462,190,0,0
6463,190,0,0
6464,369,0,2
6465,177,0,0
6466,191,0,0
6467,183,0,0
6468,177,0,0
6469,182,0,0
6470,180,0,0
6471,282,0,0
6472,176,0,0
6473,184,0,0
6474,182,0,0
6475,190,0,0
6476,199,0,0
6477,180,0,0
6478,261,0,0
6479,200,0,0
6480,179,0,0
6481,181,0,0
6482,1444,1,1
6483,190,0,0
6484,184,0,0
6485,306,0,0
6486,196,1,0
6487,194,0,0
6488,184,0,0
6489,193,0,0
6490,189,0,0
6491,197,0,0
6492,218,0,0
6493,179,0,0
6494,383,1,1
6495,187,0,0
6496,179,0,0
6497,221,0,0
6498,189,0,0
6499,181,0,0
6500,0,0,0
6501,185,0,0
6502,180,0,0
6503,194,0,0
6504,190,0,0
6505,194,0,0
6506,195,0,0
6507,213,0,0
6508,184,0,0
6509,209,2,0
6510,216,0,0
6511,192,0,0
6512,180,0,0
6513,190,0,0
6514,189,0,0
6515,205,0,0
6516,179,0,0
6517,224,0,1
6518,191,0,0
6519,189,0,0
6520,191,0,0
6521,178,0,0
6522,730,0,0
6523,192,0,0
6524,190,0,0
6525,191,0,0
6526,196,0,0
6527,188,0,0
6528,194,0,0
6529,178,0,0
6530,194,0,0
6531,195,0,0
6532,176,0,0
6533,186,0,0
6534,179,0,0
6535,192,0,0
6536,188,0,0
6537,176,0,0
6538,199,0,0
6539,178,0,0
6540,179,0,0
6541,183,0,0
6542,196,0,0
6543,174,0,0
6544,256,0,0
6545,194,0,0
6547,200,0,0
6548,178,0,0
6549,188,0,0
6550,182,0,0
6551,181,0,0
6552,210,0,0
6553,182,0,0
6554,191,0,0
6555,181,0,0
6556,192,0,0
6557,175,0,0
6558,175,0,0
6559,185,0,0
6560,1132,0,0
6561,278,0,0
6562,179,0,0
6563,185,0,0
6564,177,0,0
6565,209,0,0
6566,193,0,0
6567,185,0,0
6568,199,0,0
6569,182,0,0
6570,173,0,0
6571,366,0,0
6572,213,0,0
6573,186,0,0
6574,220,0,0
6575,180,0,0
6576,197,0,0
6577,177,0,0
6578,234,0,0
6579,195,0,0
6580,189,0,0
6581,200,0,0
6582,176,0,0
6583,185,0,0
6584,177,0,0
6585,176,0,0
6586,184,0,0
6587,277,0,0
6588,187,0,0
6589,179,0,0
6590,562,0,0
6591,192,0,0
6592,171,0,0
6593,180,0,0
6594,174,0,0
6595,194,0,0
6596,202,0,0
6597,0,0,0
6598,177,0,0
6599,191,0,0
6600,220,0,0
6601,216,0,0
6602,217,0,0
6603,174,0,0
6604,305,1,1
6605,180,0,0
6606,284,0,0
6607,209,0,0
6608,180,0,0
6609,179,0,0
6610,176,0,0
6611,188,0,0
6612,192,0,0
6613,186,0,0
6614,188,0,0
6615,195,0,0
6616,190,0,0
6617,196,0,0
6618,182,0,0
6619,243,0,0
6620,236,0,1
6621,205,0,0
6622,265,0,0
6623,180,0,0
6624,178,0,0
6625,226,0,0
6626,324,0,1
6627,208,0,0
6628,191,0,0
6629,175,0,0
6630,175,0,0
6631,185,0,0
6632,204,0,0
6633,199,0,0
6634,316,0,0
6635,212,0,0
6636,180,0,0
6637,1138,0,0
6638,186,0,0
6639,187,0,0
6640,180,0,0
6641,178,0,0
6642,190,0,0
6643,175,0,0
